NAME,LATITUDE,LAT_DD,LONGITUDE,LONG_DD,STATUS,STRUCTURES,YR_CONFIRM,APROX_STR1,APROX_STR2,YR_RANGE1,YR_RANGE2,SEC_TOWN
GORONEI,134919,13.82194444,0222452,22.41444444,DESTROYED,~100 of ~100,2005,100,100,2005,2005,
,134841,13.81138889,0222501,22.41694444,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
,134816,13.80444444,0222503,22.41750000,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
,134954,13.83166667,0222431,22.40861111,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
,135025,13.84027778,0222506,22.41833333,DAMAGED,~25 of ~50,2005,25,50,2005,2005,
GIYA,134645,13.77916667,0222442,22.41166667,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,134647,13.77972222,0222532,22.42555556,DESTROYED,~25 of ~50,2006,25,50,2006,2006,
DERSAYA,134556,13.76555556,0222558,22.43277778,DAMAGED,~50 of ~100,2006,50,100,2006,2006,
DUMTA ASHGAR,134358,13.73277778,0222321,22.38916667,DAMAGED,~100 of ~350,2007,100,350,2007,2007,
,134311,13.71972222,0222339,22.39416667,DESTROYED,~100 of ~100,2007,100,100,2007,2007,
TARBULA,134404,13.73444444,0222435,22.40972222,DAMAGED,~10 of ~50,2007,10,50,2007,2007,
,134424,13.74000000,0222504,22.41777778,NO DAMAGE,~25,,,25,,,
,134532,13.75888889,0222555,22.43194444,DAMAGED,~10 of ~25,2006,10,25,2006,2006,
,134259,13.71638889,0222456,22.41555556,NO DAMAGE,~50,,,50,,,
,134403,13.73416667,0222944,22.49555556,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
,134248,13.71333333,0223006,22.50166667,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
,133808,13.63555556,0223216,22.53777778,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
,133820,13.63888889,0223139,22.52750000,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
,135425,13.90694444,0223549,22.59694444,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,135431,13.90861111,0223519,22.58861111,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
,134442,13.74500000,0222807,22.46861111,DAMAGED,~25 of ~50,2006,25,50,2006,2006,
KURGO,133600,13.60000000,0223252,22.54777778,DESTROYED,~50 of ~50,2008,50,50,2008,2008,
,133637,13.61027778,0223240,22.54444444,DESTROYED,,2008,,,2008,2008,
,133359,13.56638889,0223307,22.55194444,NO DAMAGE,~50,,,50,,,
UM SEBEIKHA,133354,13.56500000,0223125,22.52361111,NO DAMAGE,~100,,,100,,,
,133707,13.61861111,0223131,22.52527778,NO DAMAGE,~50,,,50,,,
MURHAKA,133220,13.53888889,0223304,22.55111111,NO DAMAGE,~75,,,75,,,
QARQAR,133255,13.54861111,0223149,22.53027778,NO DAMAGE,~100,,,100,,,
,133217,13.53805556,0223157,22.53250000,NO DAMAGE,~50,,,50,,,
KHASHKHASHA,133117,13.52138889,0223133,22.52583333,NO DAMAGE,~100,,,100,,,
,133133,13.52583333,0223044,22.51222222,NO DAMAGE,~25,,,25,,,
,133944,13.66222222,0223851,22.64750000,DAMAGED,~10 of ~25,,10,25,,,
,133249,13.54694444,0222909,22.48583333,NO DAMAGE,~50,,,50,,,
DOL ELLAHAM,133247,13.54638889,0223000,22.50000000,NO DAMAGE,~200,,,200,,,
KONDOBE,133915,13.65416667,0222942,22.49500000,NO DAMAGE,Secondary Town,,,,,,1
NAMATEY,133454,13.58166667,0222917,22.48805556,DESTROYED,~50 of ~50,2003,50,50,2003,2003,
,133557,13.59916667,0222704,22.45111111,NO DAMAGE,~25,,,25,,,
,133543,13.59527778,0222722,22.45611111,NO DAMAGE,~25,,,25,,,
,133751,13.63083333,0222726,22.45722222,NO DAMAGE,~25,,,25,,,
,133759,13.63305556,0222702,22.45055556,NO DAMAGE,~75,,,75,,,
,133718,13.62166667,0222651,22.44750000,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
,133629,13.60805556,0222832,22.47555556,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
,133720,13.62222222,0222827,22.47416667,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
,133739,13.62750000,0222824,22.47333333,DESTROYED,~25 of ~25,2007,25,25,2007,2007,
,135737,13.96027778,0223437,22.57694444,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
,135524,13.92333333,0223623,22.60638889,DESTROYED,~50 of ~75,2005,50,75,2005,2005,
,135506,13.91833333,0223646,22.61277778,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
KADANGAI,135604,13.93444444,0223417,22.57138889,DESTROYED,~100 of ~100,2005,100,100,2005,2005,
SHABAB ARDU FARAZA,135123,13.85638889,0222107,22.35194444,NO DAMAGE,~500,,,500,,,
ABU SURUG,135031,13.84194444,0222331,22.39194444,DAMAGED,Secondary Town; ~900 of ~2000,2008,900,2000,2008,2008,1
MELMELLI,134952,13.83111111,0222147,22.36305556,NO DAMAGE,~250,,,250,,,
BODURNUNGOREI,134755,13.79861111,0222403,22.40083333,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
,134722,13.78944444,0222225,22.37361111,DESTROYED,~200 of ~200,2005,200,200,2005,2005,
,134655,13.78194444,0222317,22.38805556,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
GORNE,134705,13.78472222,0222340,22.39444444,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
,134849,13.81361111,0222825,22.47361111,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
,134757,13.79916667,0225150,22.86388889,DESTROYED,~25 of ~25,,25,25,,,
,134708,13.78555556,0222505,22.41805556,DAMAGED,~25 of ~50,2005,25,50,2005,2005,
,135054,13.84833333,0223117,22.52138889,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
,135024,13.84000000,0223135,22.52638889,DESTROYED,~25 of ~25,2005,25,25,2005,2005,
,134506,13.75166667,0222952,22.49777778,DAMAGED,~25 of ~50,2006,25,50,2006,2006,
,134324,13.72333333,0222821,22.47250000,DESTROYED,~75 of ~100,2006,75,100,2006,2006,
,134215,13.70416667,0222743,22.46194444,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
ANGONO,134410,13.73611111,0222721,22.45583333,DESTROYED,~100 of ~150,2006,100,150,2006,2006,
,134437,13.74361111,0222701,22.45027778,DAMAGED,~10 of ~50,2006,10,50,2006,2006,
KALITIN,134504,13.75111111,0222700,22.45000000,DAMAGED,~50 of ~150,2006,50,150,2006,2006,
,134403,13.73416667,0222624,22.44000000,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,134206,13.70166667,0222554,22.43166667,NO DAMAGE,~50,,,50,,,
BIR GEDID,142122,14.35611111,0222843,22.47861111,NO DAMAGE,~50,,,50,,,
,142459,14.41638889,0222850,22.48055556,NO DAMAGE,~250,,,250,,,
KALING,110805,11.13472222,0250332,25.05888889,DESTROYED, ,2006,,,2006,2006,
LADOB,110606,11.10166667,0250913,25.15361111,DESTROYED, ,2006,,,2006,2006,
,110507,11.08527778,0250949,25.16361111,DESTROYED, ,2006,,,2006,2006,
DIMASOYA,110517,11.08805556,0251011,25.16972222,DESTROYED, ,2006,,,2006,2006,
,110513,11.08694444,0251104,25.18444444,DESTROYED, ,2006,,,2006,2006,
,110622,11.10611111,0251142,25.19500000,DESTROYED, ,2006,,,2006,2006,
,110534,11.09277778,0251232,25.20888889,DESTROYED, ,2006,,,2006,2006,
,110529,11.09138889,0250622,25.10611111,DESTROYED, ,2006,,,2006,2006,
MOKRANA,110500,11.08333333,0252052,25.34777778,DAMAGED, ,2006,,,2006,2006,
,110604,11.10111111,0251418,25.23833333,DESTROYED, ,2006,,,2006,2006,
,110543,11.09527778,0251341,25.22805556,DESTROYED, ,2006,,,2006,2006,
,110254,11.04833333,0251005,25.16805556,DESTROYED, ,2006,,,2006,2006,
,110336,11.06000000,0251205,25.20138889,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
,110313,11.05361111,0251200,25.20000000,DESTROYED,~50,2006,50,50,2006,2006,
EL GYUDDUL,110301,11.05027778,0251233,25.20916667,DESTROYED,~75,2006,75,75,2006,2006,
,110238,11.04388889,0251446,25.24611111,DESTROYED,~75,2006,75,75,2006,2006,
,110408,11.06888889,0251717,25.28805556,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,110256,11.04888889,0251345,25.22916667,DESTROYED,~75,2006,75,75,2006,2006,
,110258,11.04944444,0251559,25.26638889,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,110421,11.07250000,0251338,25.22722222,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,110700,11.11666667,0251223,25.20638889,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
QAMARI,110131,11.02527778,0251326,25.22388889,DESTROYED,~150 of ~150,2006,150,150,2006,2006,
,110549,11.09694444,0251401,25.23361111,DESTROYED, ,2006,,,2006,2006,
,110638,11.11055556,0250733,25.12583333,DESTROYED, ,2006,,,2006,2006,
,110458,11.08277778,0250050,25.01388889,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,110511,11.08638889,0251434,25.24277778,DESTROYED, ,2006,,,2006,2006,
,110509,11.08583333,0251703,25.28416667,DESTROYED, ,2006,,,2006,2006,
,110650,11.11388889,0252238,25.37722222,DESTROYED, ,2004/2005,,,2004,2005,
,110657,11.11583333,0252320,25.38888889,DESTROYED, ,2004/2005,,,2004,2005,
GEIGE,110728,11.12444444,0252313,25.38694444,DESTROYED, ,2004/2005,,,2004,2005,
,110826,11.14055556,0252333,25.39250000,DESTROYED, ,2005/2006,,,2005,2006,
GOHAN EZ ZARG,110601,11.10027778,0252151,25.36416667,DESTROYED, ,2005/2006,,,2005,2006,
,110549,11.09694444,0252207,25.36861111,DESTROYED,~25 of ~25,2004/2005,25,25,2004,2005,
,110551,11.09750000,0252233,25.37583333,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,105043,10.84527778,0250004,25.00111111,DESTROYED,~50 of ~50,2007,50,50,2007,2007,
BURAM,105132,10.85888889,0250938,25.16055556,NO DAMAGE,Secondary Town,,,,,,1
,103924,10.65666667,0250138,25.02722222,NO DAMAGE,~25,,,25,,,
,104103,10.68416667,0250931,25.15861111,NO DAMAGE,~10,,,10,,,
,103948,10.66333333,0250553,25.09805556,DESTROYED,~50 of ~50,2007/2008,50,50,2007,2008,
NERTIC,120228,12.04111111,0253250,25.54722222,DAMAGED, ,,,,,,
,120307,12.05194444,0253447,25.57972222,NO DAMAGE,~75,,,75,,,
MUHAJIRIYA,115924,11.99000000,0253659,25.61638889,DAMAGED,Secondary Town,2009,,,2009,2009,1
LABADO,120443,12.07861111,0252610,25.43611111,DAMAGED,Secondary Town,2004,,,2004,2004,1
,120102,12.01722222,0252357,25.39916667,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
,115943,11.99527778,0252427,25.40750000,DESTROYED, ,2006,,,2006,2006,
,115858,11.98277778,0252423,25.40638889,DESTROYED, ,2005,,,2005,2005,
,120137,12.02694444,0252816,25.47111111,NO DAMAGE, ,,,,,,
,115953,11.99805556,0252745,25.46250000,NO DAMAGE, ,,,,,,
UM TERREINA,120430,12.07500000,0252931,25.49194444,NO DAMAGE, ,,,,,,
,120326,12.05722222,0254208,25.70222222,DESTROYED, ,2008,,,2008,2008,
QARM ES SUGA,120255,12.04861111,0254009,25.66916667,NO DAMAGE, ,,,,,,
,120213,12.03694444,0254031,25.67527778,NO DAMAGE, ,,,,,,
,120137,12.02694444,0254048,25.68000000,NO DAMAGE, ,,,,,,
,115825,11.97361111,0254101,25.68361111,DESTROYED, ,2007,,,2007,2007,
WALA DAHAT,120020,12.00555556,0253813,25.63694444,NO DAMAGE, ,,,,,,
,115952,11.99777778,0253741,25.62805556,DESTROYED, ,2007,,,2007,2007,
,115659,11.94972222,0253227,25.54083333,DESTROYED, ,2006,,,2006,2006,
,115651,11.94750000,0253002,25.50055556,DESTROYED, ,2007,,,2007,2007,
,115848,11.98000000,0253231,25.54194444,DAMAGED, ,2007,,,2007,2007,
,120007,12.00194444,0253130,25.52500000,DESTROYED,~200 of ~200,2009,200,200,2009,2009,
,115928,11.99111111,0253139,25.52750000,NO DAMAGE, ,,,,,,
ASHABA,115652,11.94777778,0253528,25.59111111,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
EHDA,121439,12.24416667,0252427,25.40750000,DESTROYED, ,2004,,,2004,2004,
,121253,12.21472222,0252702,25.45055556,DESTROYED, ,2004/2005,,,2004,2005,
,121231,12.20861111,0252801,25.46694444,DESTROYED, ,2004/2005,,,2004,2005,
,121242,12.21166667,0252910,25.48611111,DESTROYED, ,2004/2005,,,2004,2005,
AL MOJ,121352,12.23111111,0253003,25.50083333,DESTROYED, ,2004/2005,,,2004,2005,
KALAGI,121433,12.24250000,0252948,25.49666667,DESTROYED, ,2004/2005,,,2004,2005,
ANOOR,121510,12.25277778,0253113,25.52027778,DESTROYED, ,2006,,,2006,2006,
,121329,12.22472222,0252548,25.43000000,DESTROYED, ,2004/2005,,,2004,2005,
DUSSA DARA,120943,12.16194444,0252325,25.39027778,DESTROYED, ,2004/2005,,,2004,2005,
,121038,12.17722222,0252629,25.44138889,DESTROYED, ,2004/2005,,,2004,2005,
MANANSA,120854,12.14833333,0252700,25.45000000,DESTROYED, ,2005,,,2005,2005,
,120816,12.13777778,0252932,25.49222222,DESTROYED, ,2006,,,2006,2006,
UMBAGER,121109,12.18583333,0253107,25.51861111,DESTROYED, ,2006,,,2006,2006,
,121023,12.17305556,0253156,25.53222222,DESTROYED, ,2006,,,2006,2006,
,121001,12.16694444,0252555,25.43194444,DESTROYED, ,2004/2005,,,2004,2005,
BAGANO,121200,12.20000000,0252425,25.40694444,DESTROYED, ,2004/2005,,,2004,2005,
,121129,12.19138889,0252731,25.45861111,DESTROYED, ,2004/2005,,,2004,2005,
,120521,12.08916667,0253118,25.52166667,NO DAMAGE, ,,,,,,
CHAWA,120317,12.05472222,0253057,25.51583333,NO DAMAGE, ,,,,,,
KHEIR WAJI,120411,12.06972222,0253147,25.52972222,NO DAMAGE, ,,,,,,
ARBA BIUD,120357,12.06583333,0253212,25.53666667,NO DAMAGE, ,,,,,,
SEMEDO,120209,12.03583333,0253121,25.52250000,NO DAMAGE, ,,,,,,
,120054,12.01500000,0252902,25.48388889,NO DAMAGE, ,,,,,,
,120052,12.01444444,0253141,25.52805556,NO DAMAGE, ,,,,,,
,115939,11.99416667,0252919,25.48861111,NO DAMAGE, ,,,,,,
ARBAHA,120913,12.15361111,0253301,25.55027778,DESTROYED, ,2006,,,2006,2006,
,120811,12.13638889,0253142,25.52833333,DESTROYED, ,2006,,,2006,2006,
,121914,12.32055556,0252841,25.47805556,DESTROYED, ,2004,,,2004,2004,
,121804,12.30111111,0253006,25.50166667,DESTROYED, ,2004,,,2004,2004,
,121901,12.31694444,0253110,25.51944444,DESTROYED, ,2005,,,2005,2005,
KANJENGA,121907,12.31861111,0253141,25.52805556,DESTROYED, ,2005,,,2005,2005,
WAT BABUSH,121809,12.30250000,0253331,25.55861111,DESTROYED, ,2006,,,2006,2006,
ARSHONE,121709,12.28583333,0253539,25.59416667,DESTROYED, ,2006,,,2006,2006,
,121922,12.32277778,0253236,25.54333333,DESTROYED, ,2005,,,2005,2005,
,121830,12.30833333,0253728,25.62444444,DAMAGED, ,2006,,,2006,2006,
KALAGE,121637,12.27694444,0253105,25.51805556,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
BAREIMA ABDEL HAMID,120653,12.11472222,0253935,25.65972222,NO DAMAGE, ,,,,,,
UMM DERATA,120624,12.10666667,0254003,25.66750000,NO DAMAGE, ,,,,,,
DOROTA YOYO,120549,12.09694444,0253949,25.66361111,NO DAMAGE, ,,,,,,
,120550,12.09722222,0253936,25.66000000,NO DAMAGE, ,,,,,,
BADDAL,120455,12.08194444,0253939,25.66083333,NO DAMAGE, ,,,,,,
,120431,12.07527778,0253935,25.65972222,NO DAMAGE, ,,,,,,
,120433,12.07583333,0253749,25.63027778,NO DAMAGE, ,,,,,,
AMUDI 2,120454,12.08166667,0254139,25.69416667,DAMAGED,~25 of ~50,2008,25,50,2008,2008,
,120529,12.09138889,0254119,25.68861111,NO DAMAGE, ,,,,,,
AMUDI 1,120549,12.09694444,0254217,25.70472222,DAMAGED, ,2008,,,2008,2008,
,120558,12.09944444,0254259,25.71638889,DESTROYED, ,2008,,,2008,2008,
,120715,12.12083333,0254450,25.74722222,DESTROYED, ,2008,,,2008,2008,
,120708,12.11888889,0254432,25.74222222,DESTROYED, ,2008,,,2008,2008,
ABU SHIBEID,120351,12.06416667,0254446,25.74611111,DESTROYED, ,2007,,,2007,2007,
,120553,12.09805556,0254328,25.72444444,DESTROYED, ,2008,,,2008,2008,
RAHAD ALBIEAR,122446,12.41277778,0253530,25.59166667,DAMAGED, ,2006,,,2006,2006,
,122507,12.41861111,0253435,25.57638889,DAMAGED, ,2006,,,2006,2006,
SHEIRIA,122628,12.44111111,0253454,25.58166667,DAMAGED,Secondary Town,2006,,,2006,2006,1
DERAR,122444,12.41222222,0254110,25.68611111,DESTROYED, ,,,,,,
,122323,12.38972222,0253007,25.50194444,DESTROYED, ,2006,,,2006,2006,
SUREYF,122424,12.40666667,0253101,25.51694444,DESTROYED, ,2006,,,2006,2006,
TIRING,122101,12.35027778,0253212,25.53666667,DESTROYED, ,2006,,,2006,2006,
SHATANEAL,122321,12.38916667,0253444,25.57888889,DESTROYED, ,2006,,,2006,2006,
,122402,12.40055556,0253444,25.57888889,DESTROYED, ,2006,,,2006,2006,
DAPKAR,122154,12.36500000,0253628,25.60777778,DESTROYED, ,2006,,,2006,2006,
,122700,12.45000000,0254437,25.74361111,DESTROYED,~100 of ~100,2004,100,100,2004,2004,
,122524,12.42333333,0254251,25.71416667,DESTROYED, ,2004,,,2004,2004,
ZILEIT SAADA,122439,12.41083333,0254319,25.72194444,NO DAMAGE, ,,,,,,
ASKANITA,122443,12.41194444,0254417,25.73805556,DAMAGED,~50 of ~200,2009,50,200,2009,2009,
,122438,12.41055556,0254453,25.74805556,DESTROYED, ,2009,,,2009,2009,
,122605,12.43472222,0254529,25.75805556,NO DAMAGE, ,,,,,,
,122558,12.43277778,0254502,25.75055556,NO DAMAGE, ,,,,,,
,122625,12.44027778,0254440,25.74444444,NO DAMAGE, ,,,,,,
UM SHUJAYARAH,122526,12.42388889,0254904,25.81777778,DESTROYED,~200 of ~300,2009,200,300,2009,2009,
ABU DANGAL,122051,12.34750000,0254346,25.72944444,DAMAGED,~500 of ~1000,2009,500,1000,2009,2009,
HILET JARAR,122251,12.38083333,0254250,25.71388889,NO DAMAGE, ,,,,,,
HASSAN MON,122232,12.37555556,0254159,25.69972222,DESTROYED, ,2006,,,2006,2006,
GUILIBI,122346,12.39611111,0254332,25.72555556,DAMAGED,~10 of ~72,2009,10,72,2009,2009,
FASHA,121337,12.22694444,0250302,25.05055556,DAMAGED,,2004,,,2004,2004,
,121341,12.22805556,0250417,25.07138889,DESTROYED,~150 of ~150,2005/2006,150,150,2005,2006,
,121650,12.28055556,0250526,25.09055556,DESTROYED,~150 of ~150,2005/2006,150,150,2005,2006,
,121706,12.28500000,0250308,25.05222222,DESTROYED,~100 of ~100,2005/2006,100,100,2005,2006,
TEBELDINA,121438,12.24388889,0250626,25.10722222,DESTROYED,~250 of ~250,2005/2006,250,250,2005,2006,
,121419,12.23861111,0250627,25.10750000,DESTROYED, ,2005/2006,,,2005,2006,
,121413,12.23694444,0250706,25.11833333,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
,121504,12.25111111,0250826,25.14055556,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
,121629,12.27472222,0250702,25.11722222,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
SHAG AL TABALDI,121503,12.25083333,0251057,25.18250000,DESTROYED, ,2004,,,2004,2004,
UM JANAH,121603,12.26750000,0250955,25.16527778,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
MIRO,121639,12.27750000,0251158,25.19944444,DESTROYED,~25 of ~25 ,2004,25,25,2004,2004,
,121550,12.26388889,0251217,25.20472222,DESTROYED, ,2004,,,2004,2004,
,121407,12.23527778,0250823,25.13972222,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121338,12.22722222,0250754,25.13166667,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121029,12.17472222,0250542,25.09500000,DESTROYED,~100 of ~100,2005/2006,100,100,2005,2006,
ABU ODAM,121035,12.17638889,0250622,25.10611111,DAMAGED,,2005/2006,,,2005,2006,
,121029,12.17472222,0251040,25.17777778,DESTROYED,~75 of ~75,2006,75,75,2006,2006,
,121049,12.18027778,0250707,25.11861111,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
OMAREI,121242,12.21166667,0250800,25.13333333,DESTROYED, ,2004,,,2004,2004,
,121211,12.20305556,0250638,25.11055556,DESTROYED,~10 of ~10,2005/2006,10,10,2005,2006,
,121236,12.21000000,0250657,25.11583333,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121151,12.19750000,0250600,25.10000000,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121131,12.19194444,0250552,25.09777778,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
,121138,12.19388889,0250632,25.10888889,DESTROYED, ,2005/2006,,,2005,2006,
,121011,12.16972222,0250630,25.10833333,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
,121015,12.17083333,0250430,25.07500000,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
,120919,12.15527778,0250556,25.09888889,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
,120851,12.14750000,0250453,25.08138889,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
,120718,12.12166667,0250504,25.08444444,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,120935,12.15972222,0250515,25.08750000,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
,120733,12.12583333,0250457,25.08250000,DESTROYED, ~10 of ~10,2005/2006,10,10,2005,2006,
,120738,12.12722222,0250424,25.07333333,DESTROYED, ,2005/2006,,,2005,2006,
MAGALA,120814,12.13722222,0250405,25.06805556,DESTROYED, ,2005/2006,,,2005,2006,
,120417,12.07138889,0245724,24.95666667,DAMAGED,,2006,,,2006,2006,
,120726,12.12388889,0245742,24.96166667,DESTROYED,~50 of ~50,2004,50,50,2004,2004,
,120535,12.09305556,0245635,24.94305556,DESTROYED,~25 of ~25,,25,25,,,
,121243,12.21194444,0250231,25.04194444,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
,121303,12.21750000,0250226,25.04055556,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121312,12.22000000,0250428,25.07444444,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121230,12.20833333,0250459,25.08305556,DESTROYED,~100 of ~100,2005/2006,100,100,2005,2006,
,121225,12.20694444,0250347,25.06305556,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121138,12.19388889,0250342,25.06166667,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121205,12.20138889,0250354,25.06500000,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
UM QULLAH,121200,12.20000000,0250226,25.04055556,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
DARABA,121105,12.18472222,0250300,25.05000000,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
,121050,12.18055556,0250313,25.05361111,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
,121057,12.18250000,0250419,25.07194444,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
KUTEIRA,120920,12.15555556,0250145,25.02916667,DESTROYED,~75 of ~75,2005/2006,75,75,2005,2006,
DAGANGURI,120809,12.13583333,0245945,24.99583333,DESTROYED,~25 of ~25,2005/2006,25,25,2005,2006,
BAGGARDA,120748,12.13000000,0250016,25.00444444,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
TURUG,120706,12.11833333,0245918,24.98833333,DESTROYED,~100 of ~100,2005/2006,100,100,2005,2006,
,120701,12.11694444,0250008,25.00222222,DESTROYED,~50 of ~50,2005/2006,50,50,2005,2006,
TURTURA,120647,12.11305556,0250846,25.14611111,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
SAQ EN NAAM,120629,12.10805556,0250631,25.10861111,DESTROYED,~150 of ~150,2005/2006,150,150,2005,2006,
,120533,12.09250000,0250716,25.12111111,DESTROYED,~10 of ~10,2005/2006,10,10,2005,2006,
,120527,12.09083333,0250954,25.16500000,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,120619,12.10527778,0251032,25.17555556,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,120549,12.09694444,0251048,25.18000000,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,120634,12.10944444,0251113,25.18694444,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
,120414,12.07055556,0250856,25.14888889,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
UM DARABA,120358,12.06611111,0251058,25.18277778,DESTROYED,~100 of ~100,2005,100,100,2005,2005,
KASHETE,120453,12.08138889,0251212,25.20333333,DESTROYED,~50 of ~50,2004/2005,50,50,2004,2005,
KAMASKI,121044,12.17888889,0251228,25.20777778,DESTROYED,~50 of ~50,2004/2005,50,50,2004,2005,
BASHOM,120835,12.14305556,0251115,25.18750000,DESTROYED, ,2006,,,2006,2006,
,120742,12.12833333,0251135,25.19305556,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,120757,12.13250000,0251214,25.20388889,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
UM ZEIFA,120603,12.10083333,0251621,25.27250000,DESTROYED, ,2004/2005,,,2004,2005,
NEIRA,120343,12.06194444,0251519,25.25527778,DESTROYED,~300 of ~300,2005,300,300,2005,2005,
,120617,12.10472222,0251316,25.22111111,DESTROYED,~50 of ~50,2004/2005,50,50,2004,2005,
,120518,12.08833333,0251929,25.32472222,DESTROYED, ,2006,,,2006,2006,
,120738,12.12722222,0251841,25.31138889,DESTROYED,,2004/2005,,,2004,2005,
ISHMA,120259,12.04972222,0250853,25.14805556,DAMAGED,,2006,,,2006,2006,
,120221,12.03916667,0251009,25.16916667,DAMAGED,,2006,,,2006,2006,
,120123,12.02305556,0250806,25.13500000,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,120240,12.04444444,0251004,25.16777778,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
,120309,12.05250000,0251018,25.17166667,DESTROYED,~50 of ~50,2006,50,50,2006,2006,
,120041,12.01138889,0251155,25.19861111,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
KASHARBA,120119,12.02194444,0251324,25.22333333,DESTROYED,~100 of ~100,2005,100,100,2005,2005,
,120024,12.00666667,0251428,25.24111111,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
,120045,12.01250000,0251605,25.26805556,DESTROYED,~50 of ~50,2005,50,50,2005,2005,
SANIA EL REEL,120043,12.01194444,0251644,25.27888889,DESTROYED, ,2005,,,2005,2005,
,120044,12.01222222,0251829,25.30805556,DESTROYED, ,2005,,,2005,2005,
,120134,12.02611111,0251858,25.31611111,DESTROYED, ,2005,,,2005,2005,
,120215,12.03750000,0251909,25.31916667,DESTROYED, ,2005,,,2005,2005,
KEBKEBEI,120121,12.02250000,0251603,25.26750000,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
,120039,12.01083333,0251332,25.22555556,DESTROYED,~75 of ~75,2005,75,75,2005,2005,
RIMELLA,120012,12.00333333,0251230,25.20833333,DESTROYED,~25 of ~25,2006,25,25,2006,2006,
