NAME,LATITUDE,LAT_DD,LONGITUDE,LONG_DD,STATUS,STRUCTURES,YR_CONFIRM,APROX_STR1,APROX_STR2,YR_RANGE1,YR_RANGE2,SEC_TOWN
,132431,13.40861111,0230010,23.00277778,NO DAMAGE,,,,,,,
,132531,13.42527778,0230002,23.00055556,DAMAGED,,,,,,,
,132630,13.44166667,0225814,22.97055556,NO DAMAGE,,,,,,,
,132624,13.44000000,0225726,22.95722222,NO DAMAGE,,,,,,,
,132815,13.47083333,0225628,22.94111111,NO DAMAGE,,,,,,,
,132833,13.47583333,0225533,22.92583333,NO DAMAGE,,,,,,,
,132818,13.47166667,0225456,22.91555556,NO DAMAGE,,,,,,,
,132616,13.43777778,0225348,22.89666667,DESTROYED,,2004,,,2004,2004,
,132738,13.46055556,0225421,22.90583333,NO DAMAGE,,,,,,,
,132425,13.40694444,0225023,22.83972222,DESTROYED,,2004,,,2004,2004,
,132430,13.40833333,0225145,22.86250000,DESTROYED,,2004,,,2004,2004,
,132522,13.42277778,0225057,22.84916667,DESTROYED,,2004,,,2004,2004,
,132124,13.35666667,0224503,22.75083333,DESTROYED,,2004,,,2004,2004,
,125005,12.83472222,0232942,23.49500000,NO DAMAGE,,,,,,,
BOWA TURMES,141723,14.28972222,0243450,24.58055556,DESTROYED,,2003/2004,,,2003,2004,
,141724,14.29000000,0243429,24.57472222,DESTROYED,,,,,,,
,141648,14.28000000,0243058,24.51611111,DESTROYED,~50 of ~50,2003/2004,50,50,2003,2004,
,141622,14.27277778,0243114,24.52055556,DESTROYED,,,,,,,
,141615,14.27083333,0243050,24.51388889,DESTROYED,,,,,,,
,141836,14.31000000,0243302,24.55055556,DESTROYED,~25 of ~25,,25,25,,,
,141851,14.31416667,0243213,24.53694444,DESTROYED,~25 of ~25,2003/2004,25,25,2003,2004,
,141548,14.26333333,0243401,24.56694444,DESTROYED,~10 of ~10,2003/2004,10,10,2003,2004,
UM ZEIFA,114935,11.82638889,0243628,24.60777778,NO DAMAGE, ,,,,,,
BULBUL TIMBISGO,115000,11.83333333,0243811,24.63638889,NO DAMAGE,Secondary Town,,,,,,1
DAGRASE,115500,11.91666667,0244417,24.73805556,DESTROYED,,2004,,,2004,2004,
GUBBO,124758,12.79944444,0242615,24.43750000,NO DAMAGE,,,,,,,
KULLI,124749,12.79694444,0242701,24.45027778,NO DAMAGE,,,,,,,
TURRI,124839,12.81083333,0242650,24.44722222,NO DAMAGE,,,,,,,
,124910,12.81944444,0242634,24.44277778,NO DAMAGE,,,,,,,
,124942,12.82833333,0242828,24.47444444,NO DAMAGE,,,,,,,
,124906,12.81833333,0242404,24.40111111,NO DAMAGE,,,,,,,
,124851,12.81416667,0242449,24.41361111,NO DAMAGE,,,,,,,
,125037,12.84361111,0242440,24.41111111,NO DAMAGE,,,,,,,
,125207,12.86861111,0242446,24.41277778,NO DAMAGE,,,,,,,
KAIRI,125237,12.87694444,0242403,24.40083333,NO DAMAGE,,,,,,,
,130522,13.08944444,0235440,23.91111111,DESTROYED,~25 of ~25,2003,25,25,2003,2003,
GORNE,130558,13.09944444,0235658,23.94944444,NO DAMAGE,,,,,,,
HILLABEDA,125747,12.96305556,0234427,23.74083333,DESTROYED,,2004,,,2004,2004,
ABATA,130929,13.15805556,0233810,23.63611111,NO DAMAGE,Secondary Town,,,,,,1
KIDIBU,130903,13.15083333,0233719,23.62194444,DAMAGED,,2007,,,2007,2007,
DARLO,131137,13.19361111,0233908,23.65222222,NO DAMAGE,,,,,,,
,131437,13.24361111,0233855,23.64861111,NO DAMAGE,,,,,,,
JAURE,132702,13.45055556,0235235,23.87638889,NO DAMAGE,,,,,,,
FULDUNG,132654,13.44833333,0235410,23.90277778,NO DAMAGE,,,,,,,
,131813,13.30361111,0234413,23.73694444,NO DAMAGE,,,,,,,
,134317,13.72138889,0251802,25.30055556,NO DAMAGE,,,,,,,
GILEYDIT,134311,13.71972222,0251946,25.32944444,NO DAMAGE,,,,,,,
,134510,13.75277778,0251915,25.32083333,NO DAMAGE,,,,,,,
,134528,13.75777778,0252028,25.34111111,NO DAMAGE,,,,,,,
,134408,13.73555556,0252058,25.34944444,NO DAMAGE,,,,,,,
TURRA,135810,13.96944444,0251633,25.27583333,NO DAMAGE,,,,,,,
,135721,13.95583333,0251606,25.26833333,NO DAMAGE,,,,,,,
,135631,13.94194444,0251539,25.26083333,NO DAMAGE,,,,,,,
,135601,13.93361111,0251629,25.27472222,NO DAMAGE,,,,,,,
,135809,13.96916667,0251353,25.23138889,NO DAMAGE,,,,,,,
YONKA,135958,13.99944444,0251433,25.24250000,NO DAMAGE,,,,,,,
,140018,14.00500000,0251356,25.23222222,NO DAMAGE,,,,,,,
,135925,13.99027778,0251208,25.20222222,NO DAMAGE,,,,,,,
,135856,13.98222222,0251053,25.18138889,NO DAMAGE,,,,,,,
,140026,14.00722222,0251040,25.17777778,NO DAMAGE,,,,,,,
,135940,13.99444444,0251745,25.29583333,NO DAMAGE,,,,,,,
,135909,13.98583333,0251753,25.29805556,NO DAMAGE,,,,,,,
,135847,13.97972222,0252033,25.34250000,NO DAMAGE,,,,,,,
,135510,13.91944444,0252205,25.36805556,NO DAMAGE,,,,,,,
,135359,13.89972222,0252112,25.35333333,NO DAMAGE,,,,,,,
,135356,13.89888889,0251537,25.26027778,NO DAMAGE,,,,,,,
AZAGARFA,135331,13.89194444,0252328,25.39111111,NO DAMAGE,,,,,,,
UMM GULLA,135141,13.86138889,0252049,25.34694444,NO DAMAGE,,,,,,,
,135640,13.94444444,0252400,25.40000000,NO DAMAGE,,,,,,,
,135800,13.96666667,0252322,25.38944444,NO DAMAGE,,,,,,,
KUMA,135730,13.95833333,0260118,26.02166667,NO DAMAGE,Secondary Town,,,,,,1
,135608,13.93555556,0255850,25.98055556,DESTROYED,,,,,,,
,135732,13.95888889,0255804,25.96777778,DESTROYED,,,,,,,
ALI,135918,13.98833333,0255648,25.94666667,DESTROYED,~25 of ~25,,25,25,,,
JANGEL,140041,14.01138889,0255635,25.94305556,DESTROYED,~350 of ~400,,350,400,,,
ABU GAU DONKEY,140132,14.02555556,0255733,25.95916667,DESTROYED,~75 of ~75,,75,75,,,
ABU GAU AL HILLET,140221,14.03916667,0255854,25.98166667,DAMAGED,,,,,,,
,140305,14.05138889,0255906,25.98500000,DESTROYED,,,,,,,
,135434,13.90944444,0260026,26.00722222,NO DAMAGE,,,,,,,
UM SALHA,135906,13.98500000,0255511,25.91972222,DESTROYED,~100 of ~100,2006,100,100,2006,2006,
MELIHA,135950,13.99722222,0255254,25.88166667,NO DAMAGE,,,,,,,
TOFAYA,135713,13.95361111,0255250,25.88055556,NO DAMAGE,,,,,,,
TOFAY JEBBEL,135732,13.95888889,0254928,25.82444444,NO DAMAGE,,,,,,,
,135723,13.95638889,0254715,25.78750000,NO DAMAGE,,,,,,,
UM CHIBESHA,135821,13.97250000,0254739,25.79416667,NO DAMAGE,,,,,,,
SERSA,135725,13.95694444,0254527,25.75750000,NO DAMAGE,,,,,,,
,135821,13.97250000,0254508,25.75222222,NO DAMAGE,,,,,,,
,135643,13.94527778,0254339,25.72750000,DESTROYED,,,,,,,
,135718,13.95500000,0254153,25.69805556,NO DAMAGE,,,,,,,
,135957,13.99916667,0254214,25.70388889,DESTROYED,~25 of ~25,,25,25,,,
HARMAL,140015,14.00416667,0254429,25.74138889,NO DAMAGE,,,,,,,
,140030,14.00833333,0254741,25.79472222,NO DAMAGE,,,,,,,
LWABIT,135323,13.88972222,0255426,25.90722222,NO DAMAGE,,,,,,,
,135315,13.88750000,0255624,25.94000000,DESTROYED,,,,,,,
,135436,13.91000000,0255257,25.88250000,NO DAMAGE,,,,,,,
,135313,13.88694444,0255145,25.86250000,NO DAMAGE,,,,,,,
,135444,13.91222222,0254146,25.69611111,NO DAMAGE,,,,,,,
UMM HAGLIG,141308,14.21888889,0255327,25.89083333,NO DAMAGE,,,,,,,
BOMADI,141028,14.17444444,0255012,25.83666667,NO DAMAGE,~100,,,100,,,
UM HABILA,140606,14.10166667,0255025,25.84027778,NO DAMAGE,,,,,,,
,140600,14.10000000,0255339,25.89416667,NO DAMAGE,,,,,,,
KHIR MEKI,140441,14.07805556,0255715,25.95416667,NO DAMAGE,,,,,,,
MALHA,150537,15.09361111,0260933,26.15916667,NO DAMAGE,Secondary Town,,,,,,1
SANY HAYA,142733,14.45916667,0252007,25.33527778,DAMAGED,,2006,,,2006,2006,
BA'ASHIM,143654,14.61500000,0251520,25.25555556,NO DAMAGE,,,,,,,
KUMBUD,143517,14.58805556,0251336,25.22666667,NO DAMAGE,,,,,,,
HASHABA,142320,14.38888889,0250444,25.07888889,NO DAMAGE,,,,,,,
,142259,14.38305556,0250307,25.05194444,NO DAMAGE,,,,,,,
,142120,14.35555556,0250149,25.03027778,NO DAMAGE,,,,,,,
,141525,14.25694444,0250804,25.13444444,NO DAMAGE,,,,,,,
HASHABA SOUTH,141634,14.27611111,0250830,25.14166667,NO DAMAGE,,,,,,,
,141657,14.28250000,0250819,25.13861111,NO DAMAGE,,,,,,,
UM LEWA,140929,14.15805556,0244956,24.83222222,NO DAMAGE,,,,,,,
NENI,140904,14.15111111,0244914,24.82055556,NO DAMAGE,,,,,,,
,141001,14.16694444,0244828,24.80777778,NO DAMAGE,,,,,,,
MASO,141026,14.17388889,0244758,24.79944444,NO DAMAGE,,,,,,,
KUBBA,141152,14.19777778,0244757,24.79916667,NO DAMAGE,,,,,,,
,141307,14.21861111,0244717,24.78805556,NO DAMAGE,,,,,,,
,141232,14.20888889,0244403,24.73416667,NO DAMAGE,,,,,,,
KINEEN,141336,14.22666667,0244246,24.71277778,NO DAMAGE,,,,,,,
,140818,14.13833333,0244745,24.79583333,NO DAMAGE,,,,,,,
,140759,14.13305556,0244842,24.81166667,NO DAMAGE,,,,,,,
,140708,14.11888889,0244946,24.82944444,NO DAMAGE,,,,,,,
,140750,14.13055556,0245113,24.85361111,NO DAMAGE,,,,,,,
,140857,14.14916667,0245705,24.95138889,DESTROYED,,2007,,,2007,2007,
,141240,14.21111111,0245801,24.96694444,DESTROYED,~25 of ~25,,25,25,,,
,141237,14.21027778,0250028,25.00777778,DESTROYED,~10 of ~25,,10,25,,,
,140433,14.07583333,0244701,24.78361111,NO DAMAGE,,,,,,,
UM ASSAL,133840,13.64444444,0245420,24.90555556,NO DAMAGE,,,,,,,
,133858,13.64944444,0245425,24.90694444,NO DAMAGE,,,,,,,
,133832,13.64222222,0245430,24.90833333,NO DAMAGE,,,,,,,
SAWIYA,133924,13.65666667,0245502,24.91722222,DESTROYED,,,,,,,
UM HAJALIK,133857,13.64916667,0245626,24.94055556,DESTROYED,,,,,,,
DADINGA,134010,13.66944444,0245607,24.93527778,DESTROYED,,2006/2007,,,2006,2007,
,133922,13.65611111,0245659,24.94972222,DAMAGED,,2006/2007,,,2006,2007,
KOSA,134002,13.66722222,0245712,24.95333333,NO DAMAGE,,,,,,,
,133729,13.62472222,0245258,24.88277778,NO DAMAGE,,,,,,,
BIRKA,134313,13.72027778,0250025,25.00694444,NO DAMAGE,,,,,,,
SARAFAYA,134055,13.68194444,0250235,25.04305556,NO DAMAGE, ,,,,,,
,134016,13.67111111,0250003,25.00083333,DESTROYED, ,,,,,,
NIMRA,134245,13.71250000,0250429,25.07472222,NO DAMAGE,,,,,,,
,134005,13.66805556,0250358,25.06611111,NO DAMAGE,,,,,,,
,134031,13.67527778,0250447,25.07972222,NO DAMAGE,,,,,,,
,134008,13.66888889,0250602,25.10055556,NO DAMAGE,,,,,,,
,133930,13.65833333,0250518,25.08833333,NO DAMAGE,,,,,,,
,133846,13.64611111,0250450,25.08055556,NO DAMAGE,,,,,,,
,133711,13.61972222,0250506,25.08500000,NO DAMAGE,,,,,,,
,133915,13.65416667,0250722,25.12277778,NO DAMAGE,,,,,,,
UMM KHEGALIG,133936,13.66000000,0250902,25.15055556,NO DAMAGE,,,,,,,
MAJDOUB,134119,13.68861111,0250649,25.11361111,NO DAMAGE,,,,,,,
JUGHMAR,134256,13.71555556,0250739,25.12750000,NO DAMAGE,,,,,,,
,134306,13.71833333,0250824,25.14000000,NO DAMAGE,,,,,,,
,134437,13.74361111,0250653,25.11472222,NO DAMAGE,,,,,,,
,134356,13.73222222,0250335,25.05972222,NO DAMAGE,,,,,,,
,134241,13.71138889,0251009,25.16916667,NO DAMAGE,,,,,,,
,133915,13.65416667,0251035,25.17638889,NO DAMAGE,,,,,,,
,134323,13.72305556,0250607,25.10194444,NO DAMAGE,,,,,,,
,134815,13.80416667,0250350,25.06388889,NO DAMAGE,,,,,,,
,134844,13.81222222,0250250,25.04722222,NO DAMAGE,,,,,,,
,134855,13.81527778,0250203,25.03416667,NO DAMAGE,,,,,,,
,134901,13.81694444,0250015,25.00416667,NO DAMAGE,,,,,,,
,134913,13.82027778,0250036,25.01000000,NO DAMAGE,,,,,,,
,134714,13.78722222,0250217,25.03805556,NO DAMAGE,,,,,,,
JUMA,135011,13.83638889,0250621,25.10583333,NO DAMAGE,,,,,,,
,135045,13.84583333,0250632,25.10888889,NO DAMAGE,,,,,,,
,135215,13.87083333,0250627,25.10750000,NO DAMAGE,,,,,,,
,135224,13.87333333,0250549,25.09694444,NO DAMAGE,,,,,,,
,135132,13.85888889,0250729,25.12472222,NO DAMAGE,,,,,,,
,135145,13.86250000,0250733,25.12583333,NO DAMAGE,,,,,,,
,135142,13.86166667,0250834,25.14277778,NO DAMAGE,,,,,,,
,135024,13.84000000,0250722,25.12277778,NO DAMAGE,,,,,,,
DONKEY SHATTA,134516,13.75444444,0250924,25.15666667,NO DAMAGE,,,,,,,
BARRONGA,134638,13.77722222,0250821,25.13916667,NO DAMAGE,,,,,,,
ABU JUNJOR,134438,13.74388889,0251353,25.23138889,NO DAMAGE,,,,,,,
,134442,13.74500000,0251444,25.24555556,NO DAMAGE,,,,,,,
KERBAB,134540,13.76111111,0251452,25.24777778,NO DAMAGE,,,,,,,
FERGIN,134623,13.77305556,0251649,25.28027778,NO DAMAGE,,,,,,,
,134645,13.77916667,0251646,25.27944444,NO DAMAGE,,,,,,,
UMM GUDUL,134751,13.79750000,0251659,25.28305556,NO DAMAGE,,,,,,,
UM DIBEBA,134149,13.69694444,0245636,24.94333333,NO DAMAGE,,,,,,,
JAWAHIR,134222,13.70611111,0245724,24.95666667,NO DAMAGE,,,,,,,
TANGORA,134308,13.71888889,0245659,24.94972222,NO DAMAGE,,,,,,,
,134210,13.70277778,0245455,24.91527778,DAMAGED,,,,,,,
,134113,13.68694444,0245445,24.91250000,DESTROYED,,2004,,,2004,2004,
MAGLA KETIR,134329,13.72472222,0245548,24.93000000,NO DAMAGE,,,,,,,
,134603,13.76750000,0245547,24.92972222,NO DAMAGE,,,,,,,
UM KATERA,134623,13.77305556,0245729,24.95805556,NO DAMAGE,,,,,,,
FINGA,134716,13.78777778,0245611,24.93638889,NO DAMAGE,,,,,,,
KURULA,134447,13.74638889,0245127,24.85750000,NO DAMAGE,,,,,,,
DIRMA,134319,13.72194444,0245119,24.85527778,NO DAMAGE,,,,,,,
,134420,13.73888889,0245018,24.83833333,NO DAMAGE,,,,,,,
TABALDIA,134327,13.72416667,0244934,24.82611111,DESTROYED,,2004,,,2004,2004,
,133930,13.65833333,0245345,24.89583333,NO DAMAGE,,,,,,,
,134535,13.75972222,0245640,24.94444444,NO DAMAGE,,,,,,,
,134501,13.75027778,0243833,24.64250000,DESTROYED,,2003,,,2003,2003,
KONJAR,134357,13.73250000,0243447,24.57972222,DESTROYED,,2003,,,2003,2003,
,134550,13.76388889,0243550,24.59722222,NO DAMAGE,,,,,,,
,134821,13.80583333,0243732,24.62555556,DAMAGED,,2004,,,2004,2004,
,134816,13.80444444,0243614,24.60388889,NO DAMAGE,,,,,,,
,134648,13.78000000,0243358,24.56611111,NO DAMAGE,,,,,,,
UM DUKHUN,110819,11.13861111,0225744,22.96222222,NO DAMAGE,Secondary Town,,,,,,1
,110647,11.11305556,0225752,22.96444444,NO DAMAGE,,,,,,,
,110751,11.13083333,0225900,22.98333333,DAMAGED,,,,,,,
AGIANA,110554,11.09833333,0225730,22.95833333,NO DAMAGE,,,,,,,
ARDIBA,110519,11.08861111,0225751,22.96416667,NO DAMAGE,,,,,,,
GENEINA,110432,11.07555556,0225649,22.94694444,NO DAMAGE,,,,,,,
KAMGAR,110401,11.06694444,0225540,22.92777778,NO DAMAGE,,,,,,,
HAGAR SULTAN BIG,110506,11.08500000,0230025,23.00694444,NO DAMAGE,,,,,,,
MARARY,110353,11.06472222,0230304,23.05111111,NO DAMAGE,,,,,,,
ED DAEIN,112829,11.47472222,0260746,26.12944444,NO DAMAGE,Secondary Town,,,,,,1
,112235,11.37638889,0260626,26.10722222,NO DAMAGE,,,,,,,
,112152,11.36444444,0260728,26.12444444,NO DAMAGE,,,,,,,
,112133,11.35916667,0260818,26.13833333,NO DAMAGE,,,,,,,
,112935,11.49305556,0260326,26.05722222,NO DAMAGE,,,,,,,
EL JELABI,112655,11.44861111,0261602,26.26722222,NO DAMAGE, ,,,,,,
TEREIHAT,112522,11.42277778,0261428,26.24111111,NO DAMAGE,,,,,,,
,112758,11.46611111,0261253,26.21472222,NO DAMAGE,,,,,,,
,112859,11.48305556,0261331,26.22527778,NO DAMAGE,,,,,,,
,112837,11.47694444,0261451,26.24750000,NO DAMAGE,,,,,,,
,112919,11.48861111,0261516,26.25444444,NO DAMAGE,,,,,,,
,112959,11.49972222,0261435,26.24305556,NO DAMAGE,,,,,,,
ABU DAMIRGI,113746,11.62944444,0260302,26.05055556,DESTROYED,,2007,,,2007,2007,
UMM LAUTA,113816,11.63777778,0260033,26.00916667,DESTROYED,,2004,,,2004,2004,
,113952,11.66444444,0255927,25.99083333,DESTROYED,,2004,,,2004,2004,
GHAZAL JAWAZAT,113608,11.60222222,0255815,25.97083333,NO DAMAGE,,,,,,,
,113527,11.59083333,0255857,25.98250000,NO DAMAGE,,,,,,,
WARGAT,113239,11.54416667,0255905,25.98472222,NO DAMAGE,,,,,,,
SHEIK HASSAN,114142,11.69500000,0260414,26.07055556,DESTROYED,,2007,,,2007,2007,
,114048,11.68000000,0260507,26.08527778,DESTROYED,,2007,,,2007,2007,
UM SADATE,114547,11.76305556,0260446,26.07944444,DESTROYED,,2007,,,2007,2007,
EL TIBIN,114520,11.75555556,0260621,26.10583333,NO DAMAGE,,,,,,,
,114338,11.72722222,0260737,26.12694444,DESTROYED,,2007,,,2007,2007,
,114204,11.70111111,0260621,26.10583333,NO DAMAGE,,,,,,,
,114126,11.69055556,0260623,26.10638889,NO DAMAGE,,,,,,,
,120431,12.07527778,0261657,26.28250000,NO DAMAGE,,,,,,,
KAFRAN KAULA,114825,11.80694444,0262444,26.41222222,NO DAMAGE,,,,,,,
ABU SUFYAH,115330,11.89166667,0262403,26.40083333,NO DAMAGE, ,,,,,,
,113604,11.60111111,0261108,26.18555556,DESTROYED,,2007,,,2007,2007,
,113541,11.59472222,0261220,26.20555556,DESTROYED,,2007,,,2007,2007,
,113656,11.61555556,0261225,26.20694444,NO DAMAGE,,,,,,,
,113532,11.59222222,0260808,26.13555556,DESTROYED,,2007,,,2007,2007,
,113644,11.61222222,0260851,26.14750000,DESTROYED,,2007,,,2007,2007,
,113401,11.56694444,0260931,26.15861111,DESTROYED,,2007,,,2007,2007,
ABU AJURA,113511,11.58638889,0244015,24.67083333,DAMAGED,Secondary Town,2004,,,2004,2004,1
,113140,11.52777778,0243859,24.64972222,NO DAMAGE,,,,,,,
SAFIA,112908,11.48555556,0243508,24.58555556,NO DAMAGE,,,,,,,
DIMO,114146,11.69611111,0244143,24.69527778,NO DAMAGE,,,,,,,
AMASHO,113913,11.65361111,0244123,24.68972222,NO DAMAGE,,,,,,,
TARTURA,113829,11.64138889,0244119,24.68861111,NO DAMAGE,,,,,,,
,113711,11.61972222,0244105,24.68472222,DAMAGED,,2004,,,2004,2004,
,113838,11.64388889,0244548,24.76333333,DESTROYED,,2004,,,2004,2004,
,113426,11.57388889,0244316,24.72111111,NO DAMAGE,,,,,,,
,113626,11.60722222,0244102,24.68388889,NO DAMAGE,,,,,,,
,114138,11.69388889,0244433,24.74250000,NO DAMAGE,,,,,,,
ABU DIQN,112426,11.40722222,0255700,25.95000000,NO DAMAGE,,,,,,,
,112516,11.42111111,0255526,25.92388889,NO DAMAGE,,,,,,,
UM DEROTI,112604,11.43444444,0255633,25.94250000,NO DAMAGE,,,,,,,
,112559,11.43305556,0255357,25.89916667,NO DAMAGE,,,,,,,
,132039,13.34416667,0225355,22.89861111,DESTROYED,,2004,,,2004,2004,
,132111,13.35305556,0225402,22.90055556,DESTROYED,,2004,,,2004,2004,
,132017,13.33805556,0225227,22.87416667,DESTROYED,,2004,,,2004,2004,
,132006,13.33500000,0225220,22.87222222,DESTROYED,,2004,,,2004,2004,
,114503,11.75083333,0261502,26.25055556,DESTROYED,~15 of ~15,2008/2009,15,15,2008,2009,
,114502,11.75055556,0261638,26.27722222,DESTROYED,,2007/2008,,,2007,2008,
,114742,11.79500000,0261258,26.21611111,DESTROYED,,2007,,,2007,2007,
SHEIK JORAB,115036,11.84333333,0261157,26.19916667,DESTROYED,,2007,,,2007,2007,
ASSALAYA,112227,11.37416667,0254346,25.72944444,NO DAMAGE,Secondary Town,,,,,,1
,112325,11.39027778,0254717,25.78805556,NO DAMAGE,,,,,,,
,112446,11.41277778,0254723,25.78972222,NO DAMAGE,,,,,,,
,112506,11.41833333,0254744,25.79555556,NO DAMAGE,,,,,,,
,112532,11.42555556,0254750,25.79722222,NO DAMAGE,,,,,,,
,112625,11.44027778,0254809,25.80250000,NO DAMAGE,,,,,,,
,112756,11.46555556,0254809,25.80250000,NO DAMAGE,,,,,,,
,113051,11.51416667,0254802,25.80055556,NO DAMAGE,,,,,,,
UM GREGGIO,113221,11.53916667,0254558,25.76611111,NO DAMAGE,,,,,,,
,113006,11.50166667,0254309,25.71916667,NO DAMAGE,,,,,,,
WAZAZIN,112928,11.49111111,0254347,25.72972222,NO DAMAGE,,,,,,,
,112542,11.42833333,0254341,25.72805556,NO DAMAGE,,,,,,,
YASSIN,113228,11.54111111,0253338,25.56055556,DAMAGED,Secondary Town,2004,,,2004,2004,1
,113729,11.62472222,0253205,25.53472222,NO DAMAGE,,,,,,,
,113707,11.61861111,0253108,25.51888889,NO DAMAGE,,,,,,,
,113547,11.59638889,0253114,25.52055556,DESTROYED,,2008,,,2008,2008,
ESHERAYA,112838,11.47722222,0253312,25.55333333,NO DAMAGE,,,,,,,
EL RIAD II,111319,11.22194444,0255807,25.96861111,NO DAMAGE, ,,,,,,
,111207,11.20194444,0255824,25.97333333,NO DAMAGE,,,,,,,
,111157,11.19916667,0255621,25.93916667,NO DAMAGE,,,,,,,
,111213,11.20361111,0255534,25.92611111,NO DAMAGE,,,,,,,
EL KHABAJAY,111045,11.17916667,0255416,25.90444444,NO DAMAGE,,,,,,,
,111657,11.28250000,0255417,25.90472222,NO DAMAGE,,,,,,,
,112019,11.33861111,0255759,25.96638889,NO DAMAGE,,,,,,,
,111917,11.32138889,0255834,25.97611111,NO DAMAGE,,,,,,,
,111758,11.29944444,0255749,25.96361111,NO DAMAGE,,,,,,,
,111641,11.27805556,0255753,25.96472222,NO DAMAGE,,,,,,,
,111555,11.26527778,0255842,25.97833333,NO DAMAGE,,,,,,,
,111833,11.30916667,0255836,25.97666667,NO DAMAGE,,,,,,,
VILMU,114544,11.76222222,0260217,26.03805556,DESTROYED,,2007,,,2007,2007,
KORUNGEI,123439,12.57750000,0252300,25.38333333,NO DAMAGE,,,,,,,
,122922,12.48944444,0252419,25.40527778,DESTROYED,,,,,,,
HUWEISH,122655,12.44861111,0252235,25.37638889,NO DAMAGE,,,,,,,
TANG TANG,122721,12.45583333,0252137,25.36027778,NO DAMAGE,,,,,,,
BANJADEED,122450,12.41388889,0251856,25.31555556,NO DAMAGE,,,,,,,
JUKKA,122416,12.40444444,0252004,25.33444444,NO DAMAGE,,,,,,,
ZAWIA,122555,12.43194444,0251836,25.31000000,NO DAMAGE,,,,,,,
SANIHAYAH,122713,12.45361111,0251933,25.32583333,NO DAMAGE,,,,,,,
TEBELDIYA,122650,12.44722222,0251731,25.29194444,NO DAMAGE,,,,,,,
,122357,12.39916667,0251826,25.30722222,NO DAMAGE,,,,,,,
BARKAZ,122156,12.36555556,0252020,25.33888889,NO DAMAGE,,,,,,,
,123716,12.62111111,0254745,25.79583333,NO DAMAGE,,,,,,,
BREIGA,123305,12.55138889,0253542,25.59500000,DESTROYED,,2006,,,2006,2006,
GHAR HAJ,123344,12.56222222,0253605,25.60138889,DESTROYED,,2006,,,2006,2006,
DUBAH,123331,12.55861111,0253646,25.61277778,DESTROYED,,2006/2007,,,2006,2007,
BABU NOU,123542,12.59500000,0253638,25.61055556,DESTROYED,,2006,,,2006,2006,
SURAA,123548,12.59666667,0253809,25.63583333,DESTROYED,,2006/2007,,,2006,2007,
ABU SAND,123719,12.62194444,0253736,25.62666667,NO DAMAGE,,,,,,,
HILET FAD,123816,12.63777778,0253755,25.63194444,NO DAMAGE,,,,,,,
,123856,12.64888889,0253434,25.57611111,NO DAMAGE,,,,,,,
TAMIM ADAM,124146,12.69611111,0254730,25.79166667,NO DAMAGE,,,,,,,
,124634,12.77611111,0254453,25.74805556,DESTROYED,~25 of ~25,2009,25,25,2009,2009,
ABU DAHEISHA,124647,12.77972222,0253616,25.60444444,NO DAMAGE,,,,,,,
KHORSILLA,124847,12.81305556,0253555,25.59861111,NO DAMAGE,,,,,,,
,124950,12.83055556,0253340,25.56111111,NO DAMAGE,,,,,,,
UM HABEILA,124912,12.82000000,0253219,25.53861111,NO DAMAGE,,,,,,,
,125156,12.86555556,0253430,25.57500000,NO DAMAGE,,,,,,,
,125119,12.85527778,0253620,25.60555556,NO DAMAGE,,,,,,,
,125425,12.90694444,0253539,25.59416667,NO DAMAGE,,,,,,,
,125547,12.92972222,0253244,25.54555556,NO DAMAGE,,,,,,,
,125601,12.93361111,0253011,25.50305556,NO DAMAGE,,,,,,,
WADA'A,125013,12.83694444,0254417,25.73805556,DAMAGED,Secondary Town; ~1000 of ~4000,2009,1000,4000,2009,2009,1
AGANEY,125506,12.91833333,0254511,25.75305556,DESTROYED,,2004,,,2004,2004,
HILET JE,123350,12.56388889,0253923,25.65638889,DESTROYED,,2006/2007,,,2006,2007,
JEBELO,123653,12.61472222,0253959,25.66638889,NO DAMAGE,,,,,,,
TEBELDINA,123632,12.60888889,0254146,25.69611111,DESTROYED,,,,,,,
HILET BA,123845,12.64583333,0253928,25.65777778,NO DAMAGE,,,,,,,
,142625,14.44027778,0222935,22.49305556,DAMAGED,~10 of ~25,2003/2004,10,25,2003,2004,
,144536,14.76000000,0255409,25.90250000,NO DAMAGE,,,,,,,
DJENGE,135004,13.83444444,0251852,25.31444444,NO DAMAGE,,,,,,,
ARD,135036,13.84333333,0252230,25.37500000,NO DAMAGE,,,,,,,
,135013,13.83694444,0251834,25.30944444,NO DAMAGE,,,,,,,
JAKHO I,134758,13.79944444,0252527,25.42416667,NO DAMAGE,,,,,,,
,134811,13.80305556,0252621,25.43916667,NO DAMAGE,,,,,,,
,134856,13.81555556,0252553,25.43138889,NO DAMAGE,,,,,,,
,134914,13.82055556,0252624,25.44000000,NO DAMAGE,,,,,,,
,135544,13.92888889,0250306,25.05166667,NO DAMAGE,,,,,,,
,135619,13.93861111,0250437,25.07694444,NO DAMAGE,,,,,,,
,135557,13.93250000,0250505,25.08472222,NO DAMAGE,,,,,,,
,135642,13.94500000,0250519,25.08861111,NO DAMAGE,,,,,,,
,135700,13.95000000,0250422,25.07277778,NO DAMAGE,,,,,,,
,135853,13.98138889,0250405,25.06805556,NO DAMAGE,,,,,,,
